gorgiasdomain,executionid,timestamp,summarize_question,automated,processed_question,cluster,summary_question
psychobunny,ff6af666-af42-481b-8795-c5fb0f866a77,2024-06-08T15:19:13.566999,"""Why was my order cancelled for the second time?""",False,order cancelled second time,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,9f733bdc-ee26-43cf-9a62-dbcf45ccef13,2024-06-08T14:24:08.928999,"""What is the status of my claim related to my order?""",True,status claim related order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,a4d9e36a-2078-456f-b9d0-a25d52518902,2024-06-08T13:46:22.361000,"""How can I track my shipment without spending hours on hold?""",True,track shipment without spending hours hold,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,a4d9e36a-2078-456f-b9d0-a25d52518902,2024-06-08T13:46:22.361000,"""What is the updated shipping status of my order?""",True,updated shipping status order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,1e0d8c22-eb89-4292-b7b9-e291f1655052,2024-06-08T13:44:27.556999,"""Why have I only received one shirt from my order when I purchased four?""",True,received one shirt order purchased four,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,1e0d8c22-eb89-4292-b7b9-e291f1655052,2024-06-08T13:44:27.556999,"""Where is the rest of my order after only receiving one shirt?""",True,rest order receiving one shirt,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,bd952a93-4e5b-4ac2-8d3e-3eb6ff4441cb,2024-06-08T13:39:00.937999,"""Why is there no record of my item in the tracking system?""",False,record item tracking system,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,bd952a93-4e5b-4ac2-8d3e-3eb6ff4441cb,2024-06-08T13:39:00.937999,"""Can you provide the expected delivery date for my item by FedEx?""",False,provide expected delivery date item fedex,5,What is the status of my order and why haven't I received all items?
psychobunny,f9813f66-3f69-45fa-ac46-9c9a88618507,2024-06-08T13:15:07.490999,"""Will the missing item from my recent order be shipped separately?""",False,missing item recent order shipped separately,5,What is the status of my order and why haven't I received all items?
psychobunny,4bf063e2-8707-41ab-a457-b75a98836429,2024-06-08T13:03:56.716000,"""Was the promotional item included in my order that qualified for it?""",False,promotional item included order qualified,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,8b1e1552-96d4-4f77-8c43-9dad59d8f958,2024-06-08T13:03:28.157999,"""How do I return an item from my order?""",True,return item order,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,c3f2ea38-ee93-421c-8994-31799427f050,2024-06-08T13:02:45.986000,"""How can I return an item I purchased online?""",True,return item purchased online,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,1ae56ea6-637c-414a-907d-7b4e973844c5,2024-06-08T13:02:44.349999,"""How can I return an item from my recent order?""",True,return item recent order,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,495dbc80-9754-4efc-8354-afe88c54894b,2024-06-08T13:02:29.684999,"""How do I return a pair of board shorts from my order?""",True,return pair board shorts order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,d0509890-be30-4803-b1c3-448856a2786f,2024-06-08T13:02:21.766000,"""How can I return a pair of board shorts I ordered?""",True,return pair board shorts ordered,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,3b68fe61-c6ff-4ddb-8798-d4feff643908,2024-06-08T12:30:46.582999,"""Were the golf balls included in my recent order?""",True,golf balls included recent order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,98a41cbc-15ae-41ec-b184-cad4453c826b,2024-06-08T11:21:18.813999,"""When will my order be shipped to ensure it arrives before the specified date?""",False,order shipped ensure arrives specified date,5,What is the status of my order and why haven't I received all items?
psychobunny,5a9808f5-1678-48af-b634-b83f5a521a03,2024-06-08T11:15:09.780999,"""Can my order be expedited to arrive by this weekend?""",False,order expedited arrive weekend,5,What is the status of my order and why haven't I received all items?
psychobunny,94279a99-4371-4c69-b4c4-8431806f83cc,2024-06-08T10:50:35.559000,"""Is there an issue with my order's delivery time?""",False,issue order delivery time,5,What is the status of my order and why haven't I received all items?
psychobunny,8b9a39f8-b482-43d6-8270-0faa631716f8,2024-06-08T09:08:49.871000,"""Did I receive a refund after canceling my order?""",True,receive refund canceling order,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,c7c453b0-4e0e-4bd0-a845-2b92f58518c6,2024-06-08T08:51:43.023999,"""How can I cancel my order?""",False,cancel order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,e573491c-2378-40a2-b5df-09b3d2da616a,2024-06-08T07:50:38.303999,"""How can I resolve an issue with a package marked as delivered but not received?""",False,resolve issue package marked delivered received,5,What is the status of my order and why haven't I received all items?
psychobunny,e573491c-2378-40a2-b5df-09b3d2da616a,2024-06-08T07:50:38.303999,"""What steps should I take if the postal carrier has potentially delivered my package to the wrong address?""",False,steps take postal carrier potentially delivered package wrong address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,13a5b95d-5be9-4dcf-b182-9276c4d0f956,2024-06-08T07:29:07.230999,"""Why was my order not completely delivered?""",True,order completely delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,86fb536b-9745-41fb-b41a-2ac85712444d,2024-06-08T07:28:19.936000,"""Why was my order not completely delivered?""",False,order completely delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,75f84dce-0f98-44be-b04c-eaa9231a8734,2024-06-08T05:24:09.825999,"""¿Por qué mi pedido preparado para pago ya no está disponible?""",True,qué mi pedido preparado para pago ya está disponible,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,75f84dce-0f98-44be-b04c-eaa9231a8734,2024-06-08T05:24:09.825999,"""¿Puede ayudarme a recuperar mi pedido que ya no aparece en el sistema?""",True,ayudarme recuperar mi pedido que ya aparece en el sistema,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,75f84dce-0f98-44be-b04c-eaa9231a8734,2024-06-08T05:24:09.825999,"""¿Cómo puedo asegurarme de que mi pedido de $169 por 3 prendas esté listo para pago?""",True,puedo asegurarme de que mi pedido de 169 por 3 prendas esté listo para pago,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,42168801-18b6-4afe-a38e-d74684b79861,2024-06-08T05:24:04.529000,"""How can I cancel and refund an accidental purchase?""",False,cancel refund accidental purchase,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,147d504b-3ef4-42fc-b672-b64d4dd245e0,2024-06-08T05:22:48.111999,"""Why is my ready-to-pay order from yesterday no longer available and can you assist me?""",True,order yesterday longer available assist,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,a5814e05-ce78-4269-977e-73581739bd4a,2024-06-08T05:21:43.365999,"""How can I cancel an accidental purchase?""",False,cancel accidental purchase,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,450a1e33-3b17-45d5-81ef-76db1c561c86,2024-06-08T05:14:34.213999,"""Can you provide the tracking number for my order?""",True,provide tracking number order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,64f719ea-568e-4f29-a425-fdb82ddbb0a1,2024-06-08T04:13:21.046999,"""How do I return a pair of pants if I cannot log into the website with my password and no reset email is received?""",True,return pair pants log website password reset email received,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,64f719ea-568e-4f29-a425-fdb82ddbb0a1,2024-06-08T04:13:21.046999,"""What should I do if the guest checkout option does not recognize my order code for a return?""",True,guest checkout option recognize order code return,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,e0227866-bbc6-4ff6-87e4-5f0b58ebd99a,2024-06-08T03:58:24.967000,"""Why is my card from Shopify not working?""",False,card shopify working,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,11cd1569-3760-4331-864f-7bf924717b1f,2024-06-08T03:47:12.591000,"""How can I return an item that didn't fit?""",True,return item fit,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,7626ec8b-2d70-4648-810c-5480b0792ce2,2024-06-08T03:41:39.543999,"""How can I get a discount on my purchase?""",False,get discount purchase,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,ccfd3bd4-b2aa-4e0b-9d81-58fbee68139e,2024-06-08T03:30:07.746000,"""Can you call me as soon as possible regarding my order?""",True,call soon possible regarding order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,df831aa3-fec5-46b1-bc62-aabfdc48ecfa,2024-06-08T03:28:18.479000,"""Why can't I process my return online even though I followed the provided instructions?""",False,ca process return online even though followed provided instructions,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,f2223bee-e879-4d30-b5e2-30463619b78e,2024-06-08T03:24:22.867000,"""Why does the system not recognize my order number when I attempt to process a return?""",True,system recognize order number attempt process return,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,96389362-3e30-4595-bea6-280849e2fde9,2024-06-08T03:24:21.677999,"""Why does it show 'order number id not found' when I attempt to process a return online?""",False,show number id found attempt process return online,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,8271c1f4-0f8b-4450-b2fc-f64b9e111e3d,2024-06-08T03:13:22.392999,"""Why hasn't my order for a sweater been delivered after 3 business days?""",False,order sweater delivered 3 business days,5,What is the status of my order and why haven't I received all items?
psychobunny,07972c43-5cd5-4048-9b44-37ad5101a408,2024-06-08T03:13:19.187000,"""Why has my ordered sweater from Psycho Bunny not been delivered within the stated time frame?""",True,ordered sweater psycho bunny delivered within stated time frame,5,What is the status of my order and why haven't I received all items?
psychobunny,48c429b2-d2a7-4e5c-95e9-ddec615e7b22,2024-06-08T03:13:16.913000,"""Why hasn't my order arrived even after three business days?""",True,order arrived even three business days,5,What is the status of my order and why haven't I received all items?
psychobunny,d73968c7-0515-4268-9899-19faef3de46f,2024-06-08T03:04:22.665999,"""What should I do if I did not receive an order that was marked as delivered?""",True,receive order marked delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,dc71e02c-d656-4e45-a2fb-c9460aad9d85,2024-06-08T02:57:30.638999,"""What is the status of the missing shirt from my order placed with after pay?""",True,status missing shirt order placed pay,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,ff978f69-fe77-45ed-bff4-8ca201cb5df7,2024-06-08T02:55:50.431999,"""Why did my order only include the shorts when I expected a cap as well?""",True,order include shorts expected cap well,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,a94f0874-378e-49c2-bed2-16a328cbd768,2024-06-08T02:50:34.332000,"""Why is the ordering form not accepting my address?""",False,ordering form accepting address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b22d30a1-19b5-4159-b73b-6f2c7e859cd5,2024-06-08T02:39:40.483000,"""What should I do if I haven't received all the items from my order?""",True,received items order,5,What is the status of my order and why haven't I received all items?
psychobunny,0828d58f-c6d1-4ed0-89d1-1dcf6f54e9f1,2024-06-08T02:33:27.944000,"""How can I return a product online if the system is not allowing me?""",True,return product online system allowing,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,aa2ada3e-d792-495f-9a7b-e31794140573,2024-06-08T02:32:55.923000,"""Why was I asked to rate the service when my issue is unresolved?""",True,asked rate service issue unresolved,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,3145ab49-b203-43a4-b503-1d6f2ed18104,2024-06-08T02:23:58.556999,"""How can I update the shipping address for my order?""",False,update shipping address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,38c6bc16-41fe-4197-ac2f-6d5bf7307dec,2024-06-08T02:11:32.502000,"""Can you help me find out where my package was delivered since it was not at my home?""",True,help find package delivered since home,5,What is the status of my order and why haven't I received all items?
psychobunny,2fb18a25-9640-44ea-bf56-03d7e81ed00a,2024-06-08T02:07:07.023000,"""Why haven't I received all my shirts? I am missing two.""",False,received shirts missing two,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,eae9d60e-0e53-4102-bfbe-3ad90ef6d327,2024-06-08T01:54:34.832999,"""How do I return an item that doesn't fit when the system says order not found?""",False,return item fit system says order found,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,4559c49e-60fd-40ec-acda-be4af45ef1af,2024-06-08T01:52:46.766999,"""How can I change my delivery option from standard to express?""",True,change delivery option standard express,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,a4aa77f4-03e4-4980-8dae-e855633c1e09,2024-06-08T01:46:41.286000,"""Can you redirect my package to my new address?""",True,redirect package new address,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,9b001ddd-52b4-4bd1-862c-aeeb0cd6d093,2024-06-08T01:46:38.295000,"""Can you please update the shipping address for my recent order?""",True,please update shipping address recent order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,45e4bd90-2b37-4e5c-a5ec-c31a5d859249,2024-06-08T01:40:05.542000,"""Can I change the color of an item in my order to a different shade of green after placing the order?""",False,change color item order different shade green placing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,14829c00-4449-48c7-9b65-9bf0129faa9a,2024-06-08T01:38:09.857000,"""How can I return items if the system cannot find me?""",True,return items system find,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,b0933826-fcc9-4b11-b93c-6c8cacdf3c9d,2024-06-08T01:34:50.786000,"""Is my second shirt from the order shipped separately and what is its tracking number?""",True,second shirt order shipped separately tracking number,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,fe078f08-f1b1-4eb5-9eba-9e22e26af2ce,2024-06-08T01:32:27.928999,"""Why is the product quality so poor after the first use?""",True,product quality poor first use,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,9cb6d197-0655-4ba1-bb4f-55d9b1526ac7,2024-06-08T01:29:45.186000,"""What should I do if my order was marked as delivered but I haven't received it?""",True,order marked delivered received,5,What is the status of my order and why haven't I received all items?
psychobunny,861ee0d5-7ba2-494a-8fab-6a8de17923b0,2024-06-08T01:28:42.375000,"""Why haven't I received my package as indicated by the delivery notification?""",True,received package indicated delivery notification,5,What is the status of my order and why haven't I received all items?
psychobunny,d0c36c55-8fea-4647-acd3-0b816cac8011,2024-06-08T01:19:10.213999,"""Why was I charged for golf balls that were advertised as no charge on the website?""",False,charged golf balls advertised charge website,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,0f7256e7-441f-44f8-b898-16f78a7b6471,2024-06-08T01:15:39.375000,"""What is the procedure for updating a shipping address for an order?""",True,procedure updating shipping address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,b5751a73-f674-4606-aee8-30154d85a320,2024-06-08T01:15:02.029000,"""Why is my order still incomplete and when can I expect a refund for the unshipped items?""",False,order still incomplete expect refund unshipped items,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,5df61294-118f-45a6-a188-851add32b473,2024-06-08T00:36:17.388999,"""Why haven't I received a tracking number for my order?""",True,received tracking number order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,e4c0f299-f19f-4633-ad0f-43ae8c059bb9,2024-06-08T00:10:26.055000,"""Why am I missing items from my order?""",True,missing items order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,7de4586d-48c5-44eb-8dee-2de67abd3ff6,2024-06-08T00:06:14.473999,"""Can someone call me today regarding my order?""",True,someone call today regarding order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,0b06642d-6dbd-4990-855f-da9682b3e209,2024-06-08T00:05:20.332000,"""When will my package be delivered?""",True,package delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,0b06642d-6dbd-4990-855f-da9682b3e209,2024-06-08T00:05:20.332000,"""Why is there a discrepancy in the delivery dates for my two packages?""",True,discrepancy delivery dates two packages,5,What is the status of my order and why haven't I received all items?
psychobunny,0b06642d-6dbd-4990-855f-da9682b3e209,2024-06-08T00:05:20.332000,"""Where is my package currently located?""",True,package currently located,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,d12f5233-07ab-4f4f-9b06-b5ce59ee4d3e,2024-06-08T00:03:06.303999,"""Can someone call me to discuss my order?""",True,someone call discuss order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,4ced53e8-f4cf-4ba8-a58f-82ed6cdc6caa,2024-06-07T23:51:55.687000,"""What should I do if the package status shows delivered but I have not received it?""",True,package status shows delivered received,5,What is the status of my order and why haven't I received all items?
psychobunny,4ced53e8-f4cf-4ba8-a58f-82ed6cdc6caa,2024-06-07T23:51:55.687000,"""How can I resolve the issue of a missing package that shows as delivered on tracking?""",True,resolve issue missing package shows delivered tracking,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,0b447664-cd97-4e38-a840-4c8c4a681b3f,2024-06-07T23:48:33.164999,"""Why haven't I received my package yet?""",True,received package yet,5,What is the status of my order and why haven't I received all items?
psychobunny,1aa44ab4-b5a9-4013-bdd6-3ee78476a1f1,2024-06-07T23:39:59.243999,"""Was my black tee shipped separately from my other items as it was not included in the package I received?""",True,black tee shipped separately items included package received,5,What is the status of my order and why haven't I received all items?
psychobunny,8e517d6b-1686-431a-b46f-696760a5645b,2024-06-07T23:39:44.589999,"""Why was I charged for an item I thought was free and want to be removed from my order?""",False,charged item thought free want removed order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,406ee277-b005-4a9c-ba19-5a89cd4fff35,2024-06-07T23:31:56.101000,"""Why was my order cancelled for the second time and what can I do to successfully place it?""",False,order cancelled second time successfully place,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,15c8db8d-89dc-404d-8ac9-2448b765160f,2024-06-07T23:17:48.727999,"""Where is my order?""",True,order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,80e6c4e5-b1c9-40c9-81d3-4b6d4cf7d2e1,2024-06-07T23:16:34.746999,"""Why have I not received the T-shirts from my order when the status shows as fulfilled?""",False,received order status shows fulfilled,5,What is the status of my order and why haven't I received all items?
psychobunny,b342ee79-a585-4a11-8c7d-dd2b961ae471,2024-06-07T22:54:56.878999,"""How can I update the billing address for my order?""",True,update billing address order,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,bbc87ed3-4826-4d3c-8b75-98e1ed45cb66,2024-06-07T22:47:32.976999,"""How can I exchange an item for a size 3XL?""",True,exchange item size 3xl,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,f5143133-11ac-40d3-8a49-b77868a309a1,2024-06-07T22:46:24.480999,"""Is my order going to be delivered?""",True,order going delivered,5,What is the status of my order and why haven't I received all items?
psychobunny,c5823f9b-c258-4074-810c-7a65722356d7,2024-06-07T22:44:04.645999,"""What are the operating hours for telephone customer service?""",False,operating hours telephone customer service,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,754b88bd-78da-4e68-aeb7-84889c221246,2024-06-07T22:26:53.068000,"""Can I exchange items for a larger size?""",True,exchange items larger size,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,dc2e5879-14b9-450a-ab06-f3dc4f67d603,2024-06-07T22:04:19.947999,"""Why are items missing from my order?""",True,items missing order,2,Can you provide an update on the status and issues related to my recent order?
psychobunny,e925eb32-fe88-4099-ba0b-48b66f83bbe7,2024-06-07T21:51:16.924000,"""How do I process a return for a product that doesn't fit?""",True,process return product fit,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,1286b12d-7195-4fe8-a8d4-83e93d3e00db,2024-06-07T21:47:18.250000,"""Why has no one responded to my calls and email, and how can I speak to an agent?""",True,one responded calls email speak agent,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,c2a770db-9400-46fb-a944-39a167ab3b5d,2024-06-07T21:46:23.243999,"""Why can't I see the tracking for my order?""",True,ca see tracking order,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,bdbaf7b7-96c5-4f0e-b47b-7247225bf07d,2024-06-07T21:26:15.325000,"""Why are the three shirts I was expecting in my order missing even after customer service confirmed their delivery?""",False,three shirts expecting order missing even customer service confirmed delivery,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,bdbaf7b7-96c5-4f0e-b47b-7247225bf07d,2024-06-07T21:26:15.325000,"""Can you track the shipment with the provided tracking number to determine the status of the missing shirts?""",False,track shipment provided tracking number determine status missing shirts,0,How can I track and resolve issues with undelivered or missing packages using provided tracking numbers?
psychobunny,53fa7c3e-91fa-429a-9a61-828afd2ae0f3,2024-06-07T21:08:21.898000,"""What is the store's policy for exchanging an item that is too small?""",False,store policy exchanging item small,4,"How can I resolve issues with incorrect, missing, or exchanged shirt sizes in my order?"
psychobunny,53fa7c3e-91fa-429a-9a61-828afd2ae0f3,2024-06-07T21:08:21.898000,"""Is it possible to get a refund for a product if there are no larger sizes available?""",False,possible get refund product larger sizes available,3,"How can I receive or apply refunds, discounts, or exchanges for my recent online order?"
psychobunny,53fa7c3e-91fa-429a-9a61-828afd2ae0f3,2024-06-07T21:08:21.898000,"""How can I process an exchange or return for a product that doesn't fit?""",False,process exchange return product fit,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,0ccc5d1e-33ac-4f50-8e63-6e7b79163a0d,2024-06-07T20:35:00.160000,"""Need assistance in Spanish""",True,need assistance spanish,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,0ccc5d1e-33ac-4f50-8e63-6e7b79163a0d,2024-06-07T20:35:00.160000,"""Can Customer Service provide support in Spanish?""",True,customer service provide support spanish,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,baa65dd7-b554-4c19-a093-bbac67548947,2024-06-07T20:34:37.150000,"""¿Cómo puedo recibir asistencia en español respecto a mi pedido de Psycho Bunny que ha sido enviado?""",True,puedo recibir asistencia en español respecto mi pedido de psycho bunny que ha sido enviado,1,How can I update the shipping address or resolve delivery issues for my recent order?
psychobunny,0d95832d-46c9-4d05-b6f9-5a24b31eca16,2024-06-07T20:24:55.375999,"""How do I return items that don't fit and are duplicates of what my son already has?""",True,return items fit duplicates son already,6,How can I proceed with returning or exchanging an item when the online system doesn't recognize my order?
psychobunny,4112875d-a8fa-45f5-b696-976874541685,2024-06-07T20:24:18.177999,"""Was my order sent separately since I only received one of the two items?""",True,order sent separately since received one two items,5,What is the status of my order and why haven't I received all items?
