gorgiasdomain,executionid,timestamp,summarize_question,automated
ekster,1ae2eef9-c908-444a-9ab3-fe2c1583268d,2024-06-08T01:21:34.589999,"""Why was my order not shipped on the promised timeline after I was informed of a 4 to 6-day delivery window?""",true
ekster,e2f05b90-cc3d-4992-8167-8283ec9d2cf2,2024-06-08T01:10:48.269000,"""How can I update my delivery address to include my apartment number?""",false
ekster,e22149bb-b18e-4fd7-ae7f-5333bcd5c74d,2024-06-08T00:08:54.253999,"""What should I do if my order was marked as delivered but was not found in my mailbox?""",true
ekster,0deb0b2b-8d6b-47c6-8a49-16b5f67a3642,2024-06-08T00:08:45.894000,"""What should I do if the tracking shows my order as delivered, but I haven't received it?""",true
ekster,46ada311-8683-484e-904d-ada579e2bab2,2024-06-07T23:30:39.802999,"""Why is the battery life of the Finder Card not lasting as long as advertised?""",true
ekster,46ada311-8683-484e-904d-ada579e2bab2,2024-06-07T23:30:39.802999,"""Can you provide solutions to improve the battery life of the Finder Card or are they defective?""",true
ekster,321227b7-da34-4fb5-a166-6df189e8331b,2024-06-07T23:29:52.065000,"""Why is my 1-3 day shipment taking 5 days?""",false
ekster,27d56978-4f05-4fc3-bca4-8968d3639005,2024-06-07T23:15:12.565000,"""Is there a warranty or customer service for a wallet that no longer pops up cards when the button is pressed?""",true
ekster,826a779e-78b5-4b4c-90ec-404bee28c9a8,2024-06-07T23:15:08.259000,"""How do I get a refund for my defective wallet that is within the warranty period?""",false
ekster,8d8566d6-ecf4-4c43-937b-9b533a4209a3,2024-06-07T23:02:00.269000,"""Is a broken tracker card under warranty or replaceable?""",true
ekster,a49def27-6b1d-4199-8fb3-0f25fd6a603f,2024-06-07T22:47:58.417999,"""Why has my order not been delivered when the tracking states it is at the post office?""",false
ekster,a49def27-6b1d-4199-8fb3-0f25fd6a603f,2024-06-07T22:47:58.417999,"""How can this delivery issue be addressed?""",false
ekster,b43932bd-8077-4c59-84ef-99d8f290dc9d,2024-06-07T22:25:15.368000,"""Can I get a replacement order shipped to the correct address due to an error in the listed delivery address?""",false
ekster,89ec8e98-9795-4ece-b629-59df69acd2d3,2024-06-07T22:19:48.911999,"""Why am I being charged an extra fee when exchanging just the wallet from a bundle purchase?""",false
ekster,89ec8e98-9795-4ece-b629-59df69acd2d3,2024-06-07T22:19:48.911999,"""How can I complete an exchange for an item bought as part of a bundle without incurring additional costs?""",false
ekster,91217173-9e57-457c-afa4-20410c5b0ed4,2024-06-07T22:17:38.947999,"""How can I add a monogram to my order after clicking on a message for free engraving but not seeing the option?""",true
ekster,87a62855-0015-4f63-9dac-89fd514fbb22,2024-06-07T21:51:56.563999,"""What should I do about a defect in the product I received?""",true
ekster,87a62855-0015-4f63-9dac-89fd514fbb22,2024-06-07T21:51:56.563999,"""How do I proceed with an issue regarding sticky adhesive on my new wallet?""",true
ekster,b097c62b-ba17-4c13-885a-f2844521d510,2024-06-07T21:10:49.892999,"""What should I do if the troubleshooting steps provided for the Tracker Card did not resolve the charging issue?""",false
ekster,afcda81e-4d37-4bc1-b5bf-26d7f4d61d74,2024-06-07T20:45:06.645999,"""Why did I not receive the advertised 40% off offer after subscribing from the advert?""",true
ekster,afcda81e-4d37-4bc1-b5bf-26d7f4d61d74,2024-06-07T20:45:06.645999,"""Can the frequency of emails be reduced as receiving two emails a day is excessive and off-putting?""",true
ekster,86989b99-17e2-4359-bf96-4cda97a2b542,2024-06-07T20:42:21.095999,"""Why isn't my Tracker Card charging anymore?""",true
ekster,c8711c7e-4084-4754-86dc-2b5105a0abae,2024-06-07T20:36:51.071000,"""How do I return a purchase if the US return portal is giving an error message?""",true
ekster,0a08ba6f-7f80-4e20-beea-87489dc1a249,2024-06-07T20:29:30.302999,"""Is the new wallet tracker no longer solar and can I receive this new model as a replacement?""",true
ekster,d06fb4fd-c379-4c73-aefd-7fe7d85b9413,2024-06-07T20:26:22.010999,"""Can I personalize the wallet on this order after it has been placed?""",true
ekster,d31436f8-19c8-4294-a382-8e3218390d1f,2024-06-07T20:05:52.618000,"""Why can't I track my order with the provided link?""",true
ekster,4f67ac13-7547-483c-bb3b-2233aa19adab,2024-06-07T19:57:41.249000,"""Is my order on its way or is there another issue going on?""",true
ekster,9a9c33d7-4778-4215-b890-69a62ad867d8,2024-06-07T19:53:42.328000,"""Why can't I connect my new Ekster card to the Chipolo app?""",true
ekster,78429c8e-8619-4e32-be94-0cc71b9e8e40,2024-06-07T19:51:45.747999,"""How can I change the shipping address after placing an order?""",true
ekster,0e106f77-3260-478b-88b4-d8088b7432bc,2024-06-07T19:32:42.411999,"""What should I do if the trigger on my wallet stopped functioning?""",true
ekster,85e704ab-29ad-44a5-876a-cf7cb7e4912c,2024-06-07T19:25:04.645999,"""Why is there no Estimated Time of Arrival (ETA) for my order besides a tracking link?""",true
ekster,85e704ab-29ad-44a5-876a-cf7cb7e4912c,2024-06-07T19:25:04.645999,"""Why has my order traveled all over the East Coast without arriving at my house?""",true
ekster,9f15d5bb-fd2d-413d-a9df-8721d7337bea,2024-06-07T19:19:43.174999,"""Can you give me an update on my order shipment?""",true
ekster,bf254df5-960f-426c-87f2-66928cedd4d6,2024-06-07T19:08:43.262000,"""Why has my order not been delivered?""",true
ekster,3da26153-0432-4771-8acd-1cc1c0728953,2024-06-07T18:52:09.506000,"""What should I do if the wallet I purchased is no longer securely holding cards?""",true
ekster,0d6f29c0-68a9-4222-bd44-336151360a77,2024-06-07T18:43:37.657000,"""Can I add engraving to my existing order or should I cancel and reorder?""",false
ekster,0d6f29c0-68a9-4222-bd44-336151360a77,2024-06-07T18:43:37.657000,"""How can I modify my order to include a personal engraving?""",false
ekster,c33aebfe-3059-4317-bc78-e0984cb24ee6,2024-06-07T18:40:01.676000,"""Why did I receive an error when attempting to file a claim through the Returns and Warranty Portal?""",true
ekster,c7d01ea8-1889-4c4d-9906-d5007e89e529,2024-06-07T18:20:06.694999,"""Why is my Ekster Tracker not charging and how can I get a replacement?""",true
ekster,239498fd-982f-4ce7-b67b-c6073f49c71a,2024-06-07T18:14:53.811000,"""How do I return a defective wallet without a number in or on the cardholder?""",true
ekster,391fda0e-1802-4074-99c8-29c6357917e2,2024-06-07T18:04:41.256000,"""Is it recommended to use oil to fix a sticking button on my wallet?""",true
ekster,72ff9144-53d2-4e41-9cca-e0f714d13243,2024-06-07T17:57:51.223000,"""Can I ship my order back for engraving if I pay the difference?""",true
ekster,debc3d55-0145-4cd4-a6c6-39252cc5f3f5,2024-06-07T17:56:52.647000,"""Why is my order taking so long to arrive?""",true
ekster,1d6bc0e2-ceaf-4e7a-ae3f-f93c3864d2f2,2024-06-07T17:56:16.752000,"""Why was my tracking number not recognized by the email tracking service?""",true
ekster,96f5075e-f1c4-4e28-8e39-cc3ea0985425,2024-06-07T17:17:33.779999,"""Why is my tracking showing the package is in town, but the post office says it hasn't arrived?""",false
ekster,b4b2fb3f-3403-417b-8886-26d0f71ab491,2024-06-07T17:16:32.611000,"""Can my keys button and solar card for wallet tracking be replaced under warranty?""",true
ekster,b1dbb9c9-30c2-44e4-8ce4-71501ff5d7ed,2024-06-07T17:12:06.733999,"""Why am I having trouble using my gift card on your website?""",true
ekster,9b0b160c-2749-4bdf-890f-b803833e049f,2024-06-07T17:03:58.878999,"""Why was my order canceled without my consent and how can we resolve it?""",false
ekster,9b0b160c-2749-4bdf-890f-b803833e049f,2024-06-07T17:03:58.878999,"""Can you assist with the discrepancy between my bank account charge and Affirm not showing the charge?""",false
ekster,9b0b160c-2749-4bdf-890f-b803833e049f,2024-06-07T17:03:58.878999,"""How can I ensure I receive the Eclipse card holder, free money clip grip, and Android trackable card from my canceled order?""",false
ekster,2c1f4bf6-9cf8-4f31-848b-e6b60b55fab0,2024-06-07T16:42:01.278000,"""Why is my tracker card not working after 4 to 5 months and will it be replaced?""",true
ekster,8c341163-60b6-4277-8ceb-0a3725fc9d76,2024-06-07T16:38:54.365999,"""Why isn't the leather steel blue wallet on sale like the aluminum version when using a discount code?""",true
ekster,44a2486a-6f37-45b2-bde6-f99c31c78590,2024-06-07T16:20:44.660000,"""When will I receive my order?""",true
ekster,49e0e65a-2ac1-4d96-b51d-fc6df94eabc4,2024-06-07T15:51:49.122999,"""Why is the sound function on my Chipolo tracker not working even after fully charging it?""",true
ekster,9ba2aa13-a8d1-46b8-ac09-7ddd95c721b9,2024-06-07T15:40:40.677999,"""How can I purchase replacement rubber bands for my cardholder?""",true
ekster,dd9f8a37-8fce-4cc8-81ab-e06fa2abe746,2024-06-07T15:29:23.437000,"""Is there a way to process my warranty claim through email if the online form is not working?""",false
ekster,dd9f8a37-8fce-4cc8-81ab-e06fa2abe746,2024-06-07T15:29:23.437000,"""How can I provide proof of the issue for my warranty claim if the problem with the item is internal and not visible?""",false
ekster,4aab24ba-49df-4288-822b-06e7bc935a23,2024-06-07T15:14:01.687999,"""Why isn't the solar locator card charging and is this a warranty issue?""",true
ekster,4aab24ba-49df-4288-822b-06e7bc935a23,2024-06-07T15:14:01.687999,"""How do I submit a warranty claim if the Returns & Warranty Portal is not working?""",true
ekster,4aab24ba-49df-4288-822b-06e7bc935a23,2024-06-07T15:14:01.687999,"""Can I complete the warranty process via email?""",true
ekster,3c1a7f45-f1c2-4228-bff6-03b2dcb95fd4,2024-06-07T14:31:46.555000,"""Is the malfunctioning Ekster solar locator card covered under warranty?""",true
ekster,26303859-3db1-4c62-b805-9851dc203fcd,2024-06-07T14:15:03.236000,"""How can I get the missing item from my order delivered?""",false
ekster,9c33e0a9-1b3a-4d94-bd06-928357f94389,2024-06-07T14:08:54.138000,"""Can I return an item for repair or replacement if it was a gift and I don't have the order number?""",false
ekster,3b45c024-50ef-433a-96be-e2c563ebbcf3,2024-06-07T13:52:00.943000,"""How can I obtain a return label for my order if it wasn't provided in the return portal?""",false
ekster,58220660-ff1f-4e89-ba3d-a11ee7e3cb16,2024-06-07T13:48:32.368000,"""How do I proceed with returning an item for a complete refund instead of an exchange?""",true
ekster,58b71ed4-6121-4b8d-823c-2d0aa809a8b7,2024-06-07T13:33:44.657000,"""How can I successfully process a warranty claim when the system is not allowing me to do so?""",false
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Why do my cards fall out of my new Ekster wallet when tipped upside down without pushing the button?""",true
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Is the Ekster wallet supposed to retain cards securely without them falling out?""",true
ekster,0e228928-1d3e-4554-aab1-49ee9f1e5330,2024-06-07T13:31:21.766000,"""Can I return the Ekster wallet if it is faulty, or can I receive a replacement?""",true
ekster,73f50f38-bf5b-4298-8d94-b761674b7d24,2024-06-07T13:27:09.770999,"""Why has my package been marked as delivered when I have not received it despite being present at home at stated delivery time?""",false
ekster,41dc9e49-8dc7-444f-86e9-0b2d588b4a65,2024-06-07T12:34:03.957000,"""Why are there multiple pending charges on my credit card, and how can I ensure that only the correct charge will be finalized?""",false
ekster,e4aac117-e1a0-4c0f-b971-f2149ca89b19,2024-06-07T12:19:10.302999,"""When will the replacement for my broken wallet be shipped?""",false
ekster,2d7a906e-890a-4d6a-8bab-120539037fde,2024-06-07T12:16:09.260999,"""Why isn't my extra card charging, and how can I troubleshoot it?""",true
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""How do I return a product if I checked out as a guest?""",true
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""Can you assist me with processing a return?""",true
ekster,6420f621-99b3-46aa-aefa-1e5de35058ba,2024-06-07T12:07:03.721999,"""What is the procedure for guests to return items?""",true
ekster,5c879292-ce86-4491-9c57-efaed60caad8,2024-06-07T12:00:44.155999,"""Can my contact information be sufficient for a warranty claim if I cannot find my order number or date of purchase?""",true
ekster,946563b9-d795-4dcc-a93f-582a1901d49d,2024-06-07T11:54:40.184000,"""How do I get a replacement for my defective Ekster Cardholder under warranty?""",true
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What steps should be taken when the Tracker Card does not connect to the Chipolo app despite repeated attempts?""",false
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What troubleshooting measures are suggested for a Tracker Card pairing issue with the Chipolo app?""",false
ekster,f2c23d4f-2ba9-4cf4-85c5-c4412b003eef,2024-06-07T11:53:13.859999,"""What can be done if resetting a Tracker belonging to a partner product does not fix the connection issue?""",false
ekster,76cc253c-c75c-4627-9e9e-c4004e7b413b,2024-06-07T10:37:00.917000,"""Will my order arrive in time for Father's Day?""",true
ekster,76cc253c-c75c-4627-9e9e-c4004e7b413b,2024-06-07T10:37:00.917000,"""Can I receive the discount from a sale that started after I placed my order?""",true
ekster,ca926f0d-0482-4fef-b6a1-4ba4c1fdeaad,2024-06-07T08:54:06.543999,"""My order never arrived even though it shows as delivered on the tracking page, should I contact the postal service or will the store handle this issue?""",true
ekster,38249e56-ab84-4aee-adf1-0c1160338910,2024-06-07T08:40:04.542000,"""How can my issue with the damaged wallet I purchased be resolved?""",true
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""Why hasn't my order been shipped yet?""",false
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""When will I receive the shipping confirmation and tracking number for my order?""",false
ekster,28510c0c-0929-4a88-8277-ce1c6b5410de,2024-06-07T05:12:32.374000,"""What should I do if I haven't received a shipping confirmation past the expected time frame?""",false
ekster,cfc4aec9-4d3b-460c-99f5-9e30b172f568,2024-06-07T04:21:22.632999,"""Why is my tracker card not connecting to the Chipolo app even after following all setup instructions?""",true
ekster,cfc4aec9-4d3b-460c-99f5-9e30b172f568,2024-06-07T04:21:22.632999,"""What can I do when my tracker card gives an 'Error, please try again' message after repeated attempts to connect?""",true
ekster,186a53b7-1afa-4364-b0c5-dd42402b4713,2024-06-07T03:54:21.048000,"""Why won't my tracker card connect to the Chipolo app despite numerous attempts?""",true
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Where is my order that I placed on May 22?""",true
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Why has my order not arrived after several days?""",true
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""Can I get an update on my shipment status?""",true
ekster,eff0ef92-d92a-4dea-97cc-6c24396b811c,2024-06-07T03:21:15.575000,"""If my order is not going to be delivered, can I receive a refund?""",true
ekster,59f33562-7874-4b08-b2b6-467695b89a87,2024-06-07T03:15:31.884999,"""How do I cancel an order I recently made?""",false
ekster,f24ae646-a45f-4a0d-a799-1db7b7126708,2024-06-07T02:49:12.885999,"""Can I change the shipping address on an order placed today?""",false
ekster,d80e7671-6c99-407b-be3a-960af78d053e,2024-06-07T02:20:03.592999,"""Will a magnet in a multi-tool card damage an electronic finder card if kept in the same wallet?""",true
ekster,43acc559-c237-43f3-ba1d-bfa4e9e7baea,2024-06-07T02:12:49.884000,"""Will the magnet in my multi tool card damage my electronic finder card if placed next to each other?""",true
ekster,7dec73e7-3d3b-4c07-8d92-03c2a5f36817,2024-06-07T02:12:44.604000,"""Can you provide information on your buy now pay later scheme?""",false
ekster,95bde4fa-346e-49bd-8f7f-1621abd293e7,2024-06-07T02:03:46.407999,"""Can the cancellation of my order be reverted so I can apply the promotional offer again?""",false
ekster,95bde4fa-346e-49bd-8f7f-1621abd293e7,2024-06-07T02:03:46.407999,"""Is there a way to still get the 10% discount since my promotional offer is now showing as already used after a mistaken cancellation?""",false
ekster,13213218-c840-42b3-bfd6-df98863aea95,2024-06-07T02:03:35.569000,"""How can I return a wallet whose color does not meet my expectations and exchange it for a different one?""",true
ekster,13213218-c840-42b3-bfd6-df98863aea95,2024-06-07T02:03:35.569000,"""What is the process for exchanging an item that was delivered late and to the wrong address?""",true
ekster,a170de73-c184-4de6-80be-3575b3d637a0,2024-06-07T01:36:18.206000,"""Why has my card been charged twice for $156 without my authorization?""",false
ekster,11837d20-6af3-4031-93dd-1c2c87416cdf,2024-06-07T01:32:24.206000,"""Can you update the zip code on my order to 28115?""",false
ekster,11837d20-6af3-4031-93dd-1c2c87416cdf,2024-06-07T01:32:24.206000,"""Can you correct the number associated with my order from 5650 to 5658?""",false
ekster,16f889c8-9995-4599-bfc2-7f41f240ea7e,2024-06-07T01:26:09.493999,"""How to proceed when a package is reported missing after being left unattended at the delivery location?""",true
ekster,9796bd02-1ea2-4f6b-93ab-83202f5aa1fd,2024-06-07T01:07:50.905999,"""How do I change the delivery address after placing an order?""",false
ekster,a278a69e-79b3-43ef-b6c8-ed85d068833c,2024-06-07T01:00:21.325000,"""Why was my shipment returned when I did not request a return and the address provided was correct?""",false
ekster,a278a69e-79b3-43ef-b6c8-ed85d068833c,2024-06-07T01:00:21.325000,"""What specific address details might be missing that caused the issue with my shipment delivery?""",false
ekster,e01ace25-4534-43fc-94b3-b3dadedf7b8d,2024-06-07T00:54:56.476000,"""Why has my shipment been returned when I did not request a return and the address was correct?""",true
ekster,fb822caa-a427-4153-aacb-8369ad493b74,2024-06-07T00:45:25.664999,"""What should I do if I haven't received my order yet?""",true
ekster,f86b202d-dadb-4b21-ae03-92b522a3dd04,2024-06-07T00:40:04.255000,"""How do I proceed with a warranty claim for a defective wallet?""",false
ekster,3b904a79-dea6-453f-ac33-cc04c8112372,2024-06-07T00:35:49.319999,"""How do I get my card that won't charge replaced under warranty?""",true
ekster,12cd9dad-cfed-4ea6-b250-79377cab024c,2024-06-07T00:29:04.415999,"""How do I get a warranty replacement for a card that won't charge?""",true
ekster,a60fc9c8-f9eb-4488-9d17-21414d15869e,2024-06-07T00:22:29.239000,"""What is the warranty policy for the Wallet for AirTag?""",true
ekster,a60fc9c8-f9eb-4488-9d17-21414d15869e,2024-06-07T00:22:29.239000,"""Is it possible to get a replacement for a wallet that can no longer fan out cards?""",true
ekster,b8855cce-f0f1-4909-adff-52786cf85ec3,2024-06-07T00:17:06.894000,"""Can I change the shipping address for an order that may be delivered while I am out of town?""",false
ekster,0c50a899-f5e9-4eb2-8d75-6566a72853b4,2024-06-06T23:22:08.957000,"""Can you ensure the billing address is separate from the shipping address and that pricing information is not sent with the gift?""",false
ekster,f6f86fdf-9138-476d-86ea-698cc33ed1c9,2024-06-06T23:21:31.345000,"""Do you sell replacement silicone bands for the Eckster wallets?""",true
ekster,39923f70-2368-46c6-bd9c-6f637a4e863f,2024-06-06T23:14:02.563999,"""Why has my order tracking not updated since May 28th?""",true
ekster,39923f70-2368-46c6-bd9c-6f637a4e863f,2024-06-06T23:14:02.563999,"""Can you resend the link for tracking my order?""",true
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""What should I do if my order shows delivered but I haven't received it?""",false
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""Can you assist me with a package that tracking shows as delivered but is not at my delivery location?""",false
ekster,bf83d3b2-5396-4ecc-8794-5093b7a63fc0,2024-06-06T22:56:07.411999,"""What steps should I take after confirming my address if my order is still missing?""",false
ekster,9b1984cb-9bdc-4309-a823-b0e552267036,2024-06-06T22:52:22.302999,"""What should I do if the tracking says my order was delivered, but I haven't received it?""",true
ekster,15b4a212-71d3-4165-a8f1-0f045251d72c,2024-06-06T22:42:07.711999,"""Can you help with a malfunctioning wallet mechanism?""",true
ekster,c2bfb5fb-df56-4064-98b0-14b8753fb092,2024-06-06T22:35:46.634999,"""My package shows as delivered but I did not receive it. What should I do next?""",true
ekster,e8e302a7-0ba2-4070-9af4-472490de6071,2024-06-06T22:27:48.500000,"""Why did I receive something different from what I ordered?""",true
ekster,e27ff776-1abe-40c0-8654-ffd92a6e55b3,2024-06-06T22:22:43.325999,"""Can I get a call back regarding the incorrect item I received?""",true
ekster,bca102d0-85ae-40a8-8571-de63160f6ac8,2024-06-06T22:13:51.865000,"""What should I do if my package shows as delivered but I haven't received it?""",true
ekster,bca102d0-85ae-40a8-8571-de63160f6ac8,2024-06-06T22:13:51.865000,"""How can I locate a package that was not delivered to me despite showing as delivered on the tracking system?""",true
